,Resident_Provider,Polygamous,Kids_Under_15_In_Settlement,Children_Under_15_outside_settlement,Spouses_on_settlement,Spouses_Outside_HH,recipient_of_wfp,recipient_of_hsnp,OPCT_received,PWSDCT_received,Relationship_MainProvider,Gender,Age,School_meal_receive,Work_last_7days,Main_provider_occupation,Toilet,Drinking_water,Donkeys_owned,Camels_owned,Zebu_cattle_owned,Shoats_owned,Nets_owned,Hooks_owned,Boats_rafts_owned
10692,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,27,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,5,3,0,150,0,0,0
10694,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,43,False,Worked on own/family business,"Medical-clinical, associate medical, nursing, health professionals, midwifes or auxiliary nurses",Bush-None,Unprotected dug well/springs,0,0,0,55,0,0,0
10695,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,34,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,0,60,0,0,0
10697,6.0,1.0,0.0,0.0,0.0,0.0,True,0,False,False,Main Provider,Female,47,False,Worked on own/family business,Main provider occupation not defined,Bush-None,Tube well/borehole with pump,4,6,0,60,0,0,0
10701,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,38,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,0,60,0,0,0
10702,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,26,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,3,0,90,0,0,0
10708,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Female,40,False,Worked on own/family business,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,4,0,80,0,0,0
10712,0.0,0.0,0.0,0.0,0.0,0.0,True,0,False,False,Main Provider,Male,78,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,1,0,0,60,0,0,0
10725,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,51,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,2,1,0,90,0,0,0
10738,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,66,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,2,0,0,50,0,0,0
10740,4.0,0.0,0.0,0.0,0.0,0.0,True,1,False,False,Main Provider,Female,65,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,0,2,0,140,0,0,0
10741,4.0,1.0,0.0,12.0,0.0,2.0,False,0,False,False,Main Provider,Male,57,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Protected dug well,2,2,0,55,0,0,0
10743,4.0,1.0,0.0,8.0,0.0,2.0,False,0,False,False,Spouse,Female,46,False,Worked on own/family business,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,2,0,60,0,0,0
10746,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Male,66,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,0,40,0,0,0
10753,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Son,Male,23,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Public tap,0,0,0,34,0,0,0
10765,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,61,False,Worked for pay,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Covered pit latrine,Piped water into plot/yard,0,0,0,0,0,0,0
10768,4.0,0.0,0.0,0.0,0.0,0.0,True,1,False,False,Main Provider,Male,48,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Public tap,0,0,0,50,0,0,0
10776,0.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Male,67,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,"River, Lake, ponds or similar",0,3,0,60,0,0,0
10801,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,45,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,2,3,3,100,0,0,0
10805,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Female,41,False,Worked on own/family business,Main provider occupation not defined,Bush-None,Tube well/borehole with pump,0,4,0,56,0,0,0
10814,6.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,33,False,Worked on own/family business,"Medical-clinical, associate medical, nursing, health professionals, midwifes or auxiliary nurses",Bush-None,Tube well/borehole with pump,2,3,2,50,0,0,0
10816,6.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,35,False,Worked on own/family business,"Medical-clinical, associate medical, nursing, health professionals, midwifes or auxiliary nurses",Bush-None,Tube well/borehole with pump,0,0,0,100,0,0,0
10821,6.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,51,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Tube well/borehole with pump,2,4,0,50,0,0,0
10823,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,40,False,Worked for pay,"Armed Forces, police or customs",Covered pit latrine,Piped water into plot/yard,0,0,0,0,0,0,0
10831,4.0,1.0,0.0,4.0,0.0,1.0,False,0,False,False,Spouse,Female,48,False,Worked on own/family business,Main provider occupation not defined,Bush-None,Tube well/borehole with pump,5,3,1,80,0,0,0
10841,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,38,False,Homemaker,"Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)",Covered pit latrine,Piped water into plot/yard,0,0,0,10,0,0,0
10846,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,40,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,2,5,2,150,0,0,0
10847,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,37,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,3,3,0,100,0,0,0
10854,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,28,False,Homemaker,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,5,3,180,0,0,0
10859,4.0,1.0,0.0,2.0,0.0,1.0,False,0,False,False,Spouse,Female,24,False,Worked on own/family business,Main provider occupation not defined,Bush-None,Tube well/borehole with pump,0,2,0,50,0,0,0
10869,4.0,0.0,0.0,0.0,0.0,0.0,True,0,False,False,Main Provider,Female,46,False,Worked on own/family business,Main provider occupation not defined,Other,Public tap,0,0,0,50,0,0,0
10870,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,29,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,1,2,0,100,0,0,0
10872,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Female,40,False,Homemaker,Main provider occupation not defined,Bush-None,"River, Lake, ponds or similar",0,0,0,25,0,0,0
10873,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,30,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Tube well/borehole with pump,0,2,0,50,0,0,0
10874,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,34,False,Worked on own/family business,"Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)",Covered pit latrine,Piped water into plot/yard,0,0,0,5,0,0,0
10877,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,36,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,2,0,2,90,0,0,0
10878,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Female,26,False,Worked on own/family business,Main provider occupation not defined,Bush-None,Tube well/borehole with pump,0,0,0,30,0,0,0
10886,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Female,36,False,Doing nothing,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,2,0,100,0,0,0
10888,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,54,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Bush-None,Unprotected dug well/springs,5,4,0,130,0,0,0
10893,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,47,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,"River, Lake, ponds or similar",5,4,0,100,0,0,0
10895,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,49,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Tube well/borehole with pump,0,1,0,40,0,0,0
10896,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,46,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Tube well/borehole with pump,0,2,0,60,0,0,0
10897,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,34,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Tube well/borehole with pump,0,2,0,20,0,0,0
10911,6.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,31,False,Worked on own/family business,"Medical-clinical, associate medical, nursing, health professionals, midwifes or auxiliary nurses",Bush-None,Tube well/borehole with pump,0,1,0,40,0,0,0
10915,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,26,False,Homemaker,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,5,5,0,143,0,0,0
10916,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,27,False,Homemaker,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,1,0,0,110,0,0,0
10928,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,37,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Tube well/borehole with pump,0,4,0,70,0,0,0
10930,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,44,False,Doing nothing,Main provider occupation not defined,Bush-None,Tube well/borehole with pump,0,6,0,100,0,0,0
10941,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,28,False,Worked on own/family business,"Food, Brewers, catering, baking, butchers, fishmonger, dairy products",Uncovered pit latrine,Piped water into plot/yard,0,0,0,0,0,0,0
10953,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,48,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,4,2,0,70,0,0,0
10954,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,58,False,Homemaker,"Burn/sell charcoal, subsis. agric. (small-scale crop/ livestock) fisheries, forest work, agric. labour ( construc. polls, thatch grass)",Covered pit latrine,Public tap,0,0,0,0,0,0,0
10960,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,60,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Other,Unprotected dug well/springs,2,0,0,70,0,0,0
10963,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,36,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,2,4,0,150,0,0,0
10965,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,46,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,0,80,0,0,0
10967,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,36,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,6,8,10,101,0,0,0
10968,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,56,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,"River, Lake, ponds or similar",0,3,0,80,0,0,0
10989,2.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,33,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Unprotected dug well/springs,3,4,6,20,0,0,0
11019,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,36,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Other,Unprotected dug well/springs,0,0,0,55,0,0,0
11034,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,76,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Other,Unprotected dug well/springs,0,0,0,0,0,0,0
11039,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,40,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Other,Unprotected dug well/springs,0,0,0,10,0,0,0
11046,2.0,1.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,52,False,Homemaker,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Unprotected dug well/springs,3,0,6,20,0,0,0
11048,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,40,False,Homemaker,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,0,100,0,0,0
11050,4.0,0.0,0.0,0.0,0.0,0.0,True,1,False,False,Main Provider,Male,41,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Unprotected dug well/springs,0,0,0,50,0,0,0
11069,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,26,False,Homemaker,"Medical-clinical, associate medical, nursing, health professionals, midwifes or auxiliary nurses",Bush-None,Unprotected dug well/springs,0,0,0,100,0,0,0
11080,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Female,27,False,Doing nothing,Main provider occupation not defined,Other,Unprotected dug well/springs,0,0,0,60,0,0,0
11089,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,38,False,Worked on own/family business,Main provider occupation not defined,Other,Unprotected dug well/springs,0,0,0,50,0,0,0
11098,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,57,False,Worked on own/family business,Main provider occupation not defined,Other,Unprotected dug well/springs,0,0,0,100,0,0,0
11110,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Main Provider,Female,36,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Tube well/borehole with pump,0,0,0,50,0,0,0
11111,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,39,False,Seeking work,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Tube well/borehole with pump,0,2,0,50,0,0,0
11115,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Female,33,False,Homemaker,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Unprotected dug well/springs,0,0,2,30,0,0,0
11116,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,30,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Unprotected dug well/springs,3,0,0,55,0,0,0
11122,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,57,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,Unprotected dug well/springs,0,0,0,90,0,0,0
11127,4.0,0.0,0.0,0.0,0.0,0.0,False,1,False,False,Spouse,Female,46,False,Homemaker,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Unprotected dug well/springs,0,0,5,35,0,0,0
11134,2.0,1.0,0.0,0.0,0.0,0.0,True,0,False,False,Main Provider,Female,27,False,Homemaker,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Tube well/borehole with pump,0,3,0,80,0,0,0
11135,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,53,False,Homemaker,"Medical-clinical, associate medical, nursing, health professionals, midwifes or auxiliary nurses",Bush-None,Unprotected dug well/springs,0,0,0,100,0,0,0
11145,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Spouse,Female,26,False,Homemaker,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Tube well/borehole with pump,0,0,0,35,0,0,0
11158,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,46,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Unprotected dug well/springs,0,2,0,110,0,0,0
11160,4.0,0.0,0.0,0.0,0.0,0.0,True,1,False,False,Main Provider,Male,67,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Tube well/borehole with pump,2,2,0,130,0,0,0
11180,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Male,33,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,"River, Lake, ponds or similar",1,0,0,75,0,0,0
11199,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,56,False,Homemaker,Main provider occupation not defined,Bush-None,"River, Lake, ponds or similar",1,0,4,70,0,0,0
11201,0.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,55,False,Worked on own/family business,"Medical-clinical, associate medical, nursing, health professionals, midwifes or auxiliary nurses",Bush-None,Unprotected dug well/springs,0,1,0,90,0,0,0
11206,4.0,0.0,0.0,0.0,0.0,0.0,True,1,False,False,Main Provider,Female,61,False,Herding-Worked on own/family agri. holding,"Herding Livestock, poultry, dairy and livestock producers (livestock only)",Other,Tube well/borehole with pump,0,0,0,50,0,0,0
11210,4.0,0.0,0.0,0.0,0.0,0.0,False,0,False,False,Main Provider,Female,58,False,Herding-Worked on own/family agri. holding,Main provider occupation not defined,Bush-None,"River, Lake, ponds or similar",2,0,0,70,0,0,0
